Isolate	MGT1 ST	MGT2	MGT3	MGT4	MGT5	MGT6	MGT7	MGT8	MGT9	CC-MGT2	CC-MGT3	CC-MGT4	CC-MGT5	CC-MGT6	CC-MGT7	CC-MGT8	CC-MGT9	ODC1	ODC2	ODC5	ODC10	Continent	Country	State or sub country	Postcode	Source	Type	Host	Host disease	Collection date	Collection year	Collection month
SS17M0462	19	9	32	42	88	95	6682.1	8024.1	8452.1	1	2	42	46	46	48	8017	8533	8533	8533	8505	53	Oceania	Australia	QLD						2017-01-10	2017	1
SS17M1820	19	9	32	42	88	95	48	8024	8452.2	1	2	42	46	46	48	8017	8533	8533	8533	8505	53	Oceania	Australia	QLD						2017-02-17	2017	2
SS17M1849	19	9	32	42	88	95	48	8024	8452.3	1	2	42	46	46	48	8017	8533	8533	8533	8505	53	Oceania	Australia	QLD						2017-02-15	2017	2
SS17M1074	19	9	32	2122	88	95.1	117.1	8046.1	8476.1	1	2	2112	46	46	48	8036	8552	8552	8551	8505	53	Oceania	Australia	QLD						2017-01-27	2017	1
SS17M0749	19	9	32	42	88	100	117	8031.1	8459.1	1	2	42	46	46	48	8022	8538	8538	8537	8521	53	Oceania	Australia	QLD						2017-01-18	2017	1
SS17M1953	19	9	32	42	1985	46	48	8549	9024.1	1	2	42	46	46	48	8482	9047	9047	9013	8941	53	Oceania	Australia	QLD						2017-02-17	2017	2
SS17M0209	19	9	36	2114	46	5217	6667.1	8005.1	8432.1	1	2	42	46	5215	6666	8001	8517	8517	8517	8506	8506	Oceania	Australia	QLD						2017-01-06	2017	1
SS17M0230	19	2	15	2115	3310	5218	6668.1	8006.1	8433.1	1	15	18	3296	5216	6667	8002	8518	8518	8518	8507	8507	Oceania	Australia	QLD						2017-01-05	2017	1
SS17M0442	19	9	1164	2116	3311	5219	6669.2	8009.3	8436.3	1	2	42	46	122	6668	8003	8519	8519	8519	8508	8508	Oceania	Australia	QLD						2017-01-11	2017	1
SS17M0296	19	9	1164	2116	3311	5219	6669.1	8009.1	8436.1	1	2	42	46	122	6668	8003	8519	8519	8519	8508	8508	Oceania	Australia	QLD						2017-01-08	2017	1
SS17M0697	19	9	1164	2116	3311	5219	6669.3	8026.1	8454.1	1	2	42	46	122	6668	8003	8519	8519	8519	8508	8508	Oceania	Australia	QLD						2017-01-18	2017	1
SS17M0714	19	9	1164	2116	3311	5231	6669	8027.1	8455.1	1	2	42	46	122	6668	8003	8519	8519	8519	8508	8508	Oceania	Australia	QLD						2017-01-17	2017	1
SS17M0341	19	9	1164	2116	3311	5219	6673.1	8012.1	8439.1	1	2	42	46	122	6668	8003	8519	8519	8519	8508	8508	Oceania	Australia	QLD						2017-01-06	2017	1
SS17M0354	19	9	1164	2116	3311.1	5219	6669	8009.2	8436.2	1	2	42	46	122	6668	8003	8519	8519	8519	8508	8508	Oceania	Australia	QLD						2017-01-04	2017	1
SS17M0258	19	9	1164	2116	3311	5219	6669	8007.1	8434.1	1	2	42	46	122	6668	8003	8519	8519	8519	8508	8508	Oceania	Australia	QLD						2017-01-06	2017	1
SS17M0521	19	9	1164	2116	3311	5219.2	6669.6	8007.5	8434.2	1	2	42	46	122	6668	8003	8519	8519	8519	8508	8508	Oceania	Australia	QLD						2017-01-12	2017	1
SS17M0511	19	9	1164	2116	3311	5219	6679	8340.1	8792.1	1	2	42	46	122	6668	8003	8519	8519	8519	8508	8508	Oceania	Australia	QLD						2017-01-12	2017	1
SS17M0512	19	9	1164	2116	3311	5219.3	6669.7	53508.1	58624.1	1	2	42	46	122	6668	8003	56528	56528	8519	8508	8508	Oceania	Australia	QLD						2017-01-13	2017	1
SS17M0283	19	9	1164	2116	3311	5219	6669	53848.1	59056.1	1	2	42	46	122	6668	8003	56960	56960	8519	8508	8508	Oceania	Australia	QLD						2017-01-08	2017	1
SS17M0491	19	9	1164	2116	3311	5219	6669	53508.2	59291.1	1	2	42	46	122	6668	8003	57195	57195	8519	8508	8508	Oceania	Australia	QLD						2017-01-09	2017	1
SS17M0338	19	9	1164	2116	3311	5219	6669	54040.1	59292.1	1	2	42	46	122	6668	8003	57196	57196	8519	8508	8508	Oceania	Australia	QLD						2017-01-08	2017	1
SS17M0351	19	9	1164	2116	3311	5222	6669	8013.1	8440.1	1	2	42	46	5220	6668	8007	8523	8523	8523	8508	8508	Oceania	Australia	QLD						2017-01-08	2017	1
SS17M0360	19	9	1164	2116	3311	5224	6669	8016.1	8443.1	1	2	42	46	122	6668	8010	8526	8526	8526	8508	8508	Oceania	Australia	QLD						2017-01-04	2017	1
SS17M0434	19	9	1164	2116	3311	5219	6679	8020.1	8448.1	1	2	42	46	122	6668	8003	8530	8530	8519	8508	8508	Oceania	Australia	QLD						2017-01-08	2017	1
SS17M0721	19	9	1164	2116	3311	5232	6669.4	8028.1	8456.1	1	2	42	46	122	6668	8019	8535	8535	8535	8508	8508	Oceania	Australia	QLD						2017-01-20	2017	1
SS17M0655	19	9	1164	2116	3311	5219	6669.8	53848.2	59221.1	1	2	42	46	122	6668	8003	57125	57125	47587	8508	8508	Oceania	Australia	QLD						2017-01-16	2017	1
SS17M1400	19	9	1164	2116	3311	5219.4	6669.9	54085.1	59355.1	1	2	42	46	122	6668	8003	57259	57259	47635	8508	8508	Oceania	Australia	QLD						2017-02-02	2017	2
SS17M0257	34	2	26	46	3307	51	6670	8008.2	8435.2	1	1	21	20	51	6669	8004	8520	8520	8520	8509	8509	Oceania	Australia	QLD						2017-01-06	2017	1
SS17M0284	34	2	26	46	3307	51	6670	8008.1	8435.1	1	1	21	20	51	6669	8004	8520	8520	8520	8509	8509	Oceania	Australia	QLD						2017-01-07	2017	1
SS17M0316	19	2	49	2117	3312	5220	6671.1	8010.1	8437.1	1	17	2111	3298	5218	6670	8005	8521	8521	8521	8510	8510	Oceania	Australia	QLD						2017-01-02	2017	1
SS17M0330	19	59	230	350	1171	5221	6672.1	8011.1	8438.1	1	230	350	655	5219	6671	8006	8522	8522	8522	8511	8511	Oceania	Australia	QLD						2017-01-07	2017	1
SS17M0353	19	9	46	45	50	74	6674.1	8014.1	8441.1	1	32	42	50	50	6672	8008	8524	8524	8524	8512	57	Oceania	Australia	QLD						2017-01-03	2017	1
SS17M0365	19	2	43	66	3313	5225	6676	8017.1	8444.1	1	2	63	3299	5221	6674	8011	8527	8527	8527	8514	8513	Oceania	Australia	QLD						2017-01-04	2017	1
SS17M0366	19	9	1165	42	3314.1	5226	6677.1	8018.1	8445.1	1	1158	42	3300	5222	6675	8012	8528	8528	8528	8515	8514	Oceania	Australia	QLD						2017-01-05	2017	1
SS17M2153	19	9	1165	42	80	5226.1	6677.2	8564.1	9043.1	1	1158	42	46	5222	6675	8496	9061	9061	8528	8515	8514	Oceania	Australia	QLD						2017-02-27	2017	2
SS17M0389	19	9	35	45	50	74	6678	8019.1	8447.1	1	2	42	50	50	53	8013	8529	8529	8529	8516	8515	Oceania	Australia	QLD						2017-01-10	2017	1
SS17M0447	19	2	15	50.2	87	5228	6680	8022	8450.1	1	15	18	17	5223	6676	8015	8531	8531	8531	8517	8516	Oceania	Australia	QLD						2017-01-11	2017	1
SS17M0438	19	2	15	50.2	87	5227.1	6680.1	8021.1	8449.1	1	15	18	17	5223	6676	8015	8531	8531	8531	8517	8516	Oceania	Australia	QLD						2017-01-11	2017	1
SS17M0450	19	9	32	42	46	5229	6681	8023.1	8451.1	1	2	42	46	5225	6677	8016	8532	8532	8532	8518	8517	Oceania	Australia	QLD						2017-01-11	2017	1
SS17M0672	19	2	15	2118	3315	5230	6683	8025.1	8453.1	1	15	18	62	5226	6678	8018	8534	8534	8534	8519	8518	Oceania	Australia	QLD						2017-01-17	2017	1
SS17M0747	19	9	36	2116	3316	5234	6684	8030.1	8458.1	1	2	42	46	122	6679	8021	8537	8537	8536	8520	8519	Oceania	Australia	QLD						2017-01-17	2017	1
SS17M0826	19	9	36	2116	3316	5234	6684	8036.1	8464.1	1	2	42	46	122	6679	8027	8543	8543	8542	8526	8519	Oceania	Australia	QLD						2017-01-19	2017	1
SS17M1081	19	9	36	2121	3321	5237	6691	8039.5	8477.1	1	2	42	46	122	6666	8030	8546	8546	8545	8529	8519	Oceania	Australia	QLD						2017-01-27	2017	1
SS17M0898	19	9	36	2121	3321.1	5237.3	6691.2	8039.3	8469.1	1	2	42	46	122	6666	8030	8546	8546	8545	8529	8519	Oceania	Australia	QLD						2017-01-25	2017	1
SS17M1254	19	9	36	2121.1	3321	5237	6691.9	8039.1	8477.3	1	2	42	46	122	6666	8030	8546	8546	8545	8529	8519	Oceania	Australia	QLD						2017-02-02	2017	2
SS17M0913	19	9	36	2121	3321	5237.4	6691	8039.4	8467.2	1	2	42	46	122	6666	8030	8546	8546	8545	8529	8519	Oceania	Australia	QLD						2017-01-24	2017	1
SS17M1166	19	9	36	2121	3321.5	5240.1	6691.6	8050.1	8482.1	1	2	42	46	122	6666	8039	8546	8546	8545	8529	8519	Oceania	Australia	QLD						2017-02-02	2017	2
SS17M0987	19	9	36	2121	3321	5237	6696	8045.1	8475.1	1	2	42	46	122	6666	8035	8546	8546	8545	8529	8519	Oceania	Australia	QLD						2017-01-22	2017	1
SS17M1284	19	9	36	2121.1	3321.7	5237.9	6691.13	8526.1	8997.1	1	2	42	46	122	6666	8030	8546	8546	8545	8529	8519	Oceania	Australia	QLD						2017-02-03	2017	2
SS17M1321	19	9	36	2121	3321	5237	6691.1	8039.11	8491.1	1	2	42	46	122	6666	8030	8546	8546	8545	8529	8519	Oceania	Australia	QLD						2017-02-02	2017	2
SS17M1088	19	9	36	2121	3321.3	5237	6691	8039.6	8479.1	1	2	42	46	122	6666	8030	8546	8546	8545	8529	8519	Oceania	Australia	QLD						2017-01-30	2017	1
SS17M1207	19	9	36	2121	3321	5237	6691.7	8039.8	8477.2	1	2	42	46	122	6666	8030	8546	8546	8545	8529	8519	Oceania	Australia	QLD						2017-01-30	2017	1
SS17M0914	19	9	36	2121	3321	5237.5	6691.3	8040.1	8470.1	1	2	42	46	122	6666	8030	8546	8546	8545	8529	8519	Oceania	Australia	QLD						2017-01-26	2017	1
SS17M1089	19	9	36	2121	3321	5237	6697.1	8048.1	8480.1	1	2	42	46	122	6666	8030	8546	8546	8545	8529	8519	Oceania	Australia	QLD						2017-01-30	2017	1
SS17M1267	19	9	36	2121	3321	5237	6691.12	8525.1	8996.1	1	2	42	46	122	6666	8030	9025	9025	8545	8529	8519	Oceania	Australia	QLD						2017-02-03	2017	2
SS17M1248	19	9	36	2121	3321	5237	6691.15	53989.1	59222.1	1	2	42	46	122	6666	8030	57126	57126	8545	8529	8519	Oceania	Australia	QLD						2017-02-01	2017	2
SS17M1498	19	9	36	2121	3321	5237	6691	53943.2	59223.1	1	2	42	46	122	6666	8030	57127	57127	8545	8529	8519	Oceania	Australia	QLD						2017-02-09	2017	2
SS17M1087	19	9	36	2123	3321.2	5237.6	6691.4	8047.1	8478.1	1	2	42	46	122	6666	8037	8553	8553	8552	8529	8519	Oceania	Australia	QLD						2017-01-24	2017	1
SS17M1121	19	9.3	36	2121	3321.9	5237.11	6691.16	54041.1	59293.1	1	2	42	46	122	6666	8030	57197	57197	47611	8529	8519	Oceania	Australia	QLD						2017-01-24	2017	1
SS17M0752	19	9	36	565	3317	5235	6685	8032.1	8460.1	1	2	42	3301	5227	6680	8023	8539	8539	8538	8522	8520	Oceania	Australia	QLD						2017-01-18	2017	1
SS17M0758	19	1	1	2119	3318	5236	6686.1	8033.1	8461.1	1	1	1	3302	5228	6681	8024	8540	8540	8539	8523	8521	Oceania	Australia	QLD						2017-01-14	2017	1
SS17M0791	19	9	36	74	66	125	6687	8034	8462.1	1	2	42	60	52	6682	8025	8541	8541	8540	8524	8522	Oceania	Australia	QLD						2017-01-21	2017	1
SS17M0824	19	9	35	45	50	74	6688	8035.1	8463.1	1	2	42	50	50	53	8026	8542	8542	8541	8525	8523	Oceania	Australia	QLD						2017-01-18	2017	1
SS17M0845	34	2	26	43	3319	21	6689.1	8037.1	8465.1	1	1	21	20	21	6683	8028	8544	8544	8543	8527	8524	Oceania	Australia	QLD						2017-01-20	2017	1
SS17M0935	34	2	26	43	3319	5238.1	6692.1	8041.1	8471.1	1	1	21	20	5229	6684	8031	8548	8548	8547	8530	8524	Oceania	Australia	QLD						2017-01-23	2017	1
SS17M1123	34	2	26	43	3319.1	5238.2	6698.1	8049.1	8481.1	1	1	21	20	5229	6684	8031	8555	8555	8553	8530	8524	Oceania	Australia	QLD						2017-01-24	2017	1
SS17M2206	34	2	26	43	3319	47	6698.3	8567.2	9046.2	1	1	21	20	21	6684	8031	9064	9064	8553	8530	8524	Oceania	Australia	QLD						2017-02-28	2017	2
SS17M2177	34	2	26	43	3319	47	6698.2	8567.1	9046.1	1	1	21	20	21	6684	8031	9064	9064	8553	8530	8524	Oceania	Australia	QLD						2017-02-28	2017	2
SS17M0208	34	2	26	43	3319	5549	7059	8517.1	8986.1	1	1	21	20	5229	6684	8455	9017	9017	8987	8530	8524	Oceania	Australia	QLD						2017-01-04	2017	1
SS17M0892	19	9	32	2120	3320	46	6690	8038.1	8466.1	1	2	42	46	46	48	8029	8545	8545	8544	8528	8525	Oceania	Australia	QLD						2017-01-18	2017	1
SS17M0895	19	9	36	2121	3321	5237.1	6691	8039.1	8467.1	1	2	42	46	122	6666	8030	8546	8546	8545	8529	8519	Oceania	Australia	QLD						2017-01-25	2017	1
SS17M0896	19	9	36	2121	3321	5237.2	6691.1	8039.2	8468.1	1	2	42	46	122	6666	8030	8547	8547	8545	8529	8519	Oceania	Australia	QLD						2017-01-25	2017	1
SS17M0937	19	2	15	51	56	87	6693.1	8042.1	8472.1	1	15	18	56	57	60	8032	8549	8549	8548	8531	8527	Oceania	Australia	QLD						2017-01-23	2017	1
SS17M1206	19	2	15	51	56	87	63	8052.1	8484.1	1	15	18	56	57	60	8041	8557	8557	8555	8531	8527	Oceania	Australia	QLD						2017-01-30	2017	1
SS17M1673	19	2	15	51	56	87	63.1	8052.2	8974.1	1	15	18	56	57	60	8041	9007	9007	8555	8531	8527	Oceania	Australia	QLD						2017-02-08	2017	2
SS17M1444	19	2	15	51	56	57	6997.1	8428.1	8886.1	1	15	18	56	57	60	8381	8932	8932	8909	8851	8527	Oceania	Australia	QLD						2017-02-06	2017	2
SS17M0947	19	2	15	50.2	3322.1	5239.1	6694.1	8043.1	8473.1	1	15	18	62	63	6686	8033	8550	8550	8549	8532	8528	Oceania	Australia	QLD						2017-01-23	2017	1
SS17M2099	19	2	15	50.2	62	5239	114	8558.1	9036.1	1	15	18	62	63	18	8490	9055	9055	9020	8532	8528	Oceania	Australia	QLD						2017-02-21	2017	2
SS17M2174	19	2	15	50.2	62	5239	114	8566.1	9045.1	1	15	18	62	63	18	8490	9063	9063	9020	8532	8528	Oceania	Australia	QLD						2017-02-23	2017	2
SS17M2245	19	2	15	50.2	62	5578	7097	8572.1	9053.1	1	15	18	62	63	7006	8502	9070	9070	9032	8955	8528	Oceania	Australia	QLD						2017-02-28	2017	2
SS17M0955	34	2	26	21	3319	68	6695	8044.1	8474.1	1	1	21	20	21	6687	8034	8551	8551	8550	8533	8529	Oceania	Australia	QLD						2017-01-21	2017	1
SS17M1845	34	2	26	21	3319	68	7071	8537	9010.1	1	1	21	20	21	6986	8470	9035	9035	9002	8931	8529	Oceania	Australia	QLD						2017-02-14	2017	2
SS17M1187	19	9	39	60	81	5241.1	6699.1	8051.1	8483.1	1	2	42	46	5230	6688	8040	8556	8556	8554	8534	8530	Oceania	Australia	QLD						2017-01-27	2017	1
SS17M0318	19	9	39	60	81	81	7060.1	8519.1	8989.1	1	2	42	46	81	6980	8457	9019	9019	8989	8922	8530	Oceania	Australia	QLD						2017-01-03	2017	1
SS17M1208	19	9	39	60	95	105	6700.1	8053.1	8485.1	1	2	42	46	105	6689	8042	8558	8558	8556	8535	8531	Oceania	Australia	QLD						2017-01-30	2017	1
SS17M1251	19	9	35	45	76	74.1	53.1	8054.1	8487.1	1	2	42	50	50	53	8043	8560	8560	8557	8536	57	Oceania	Australia	QLD						2017-01-31	2017	1
SS17M0525	19	9	35	45	76.2	5547	53.2	8513.1	8981.1	1	2	42	50	50	53	8043	9014	9014	8984	8536	57	Oceania	Australia	QLD						2017-01-11	2017	1
SS17M2241	19	9	35	45	76	74	53.3	8054.2	9052.1	1	2	42	50	50	53	8043	9069	9069	8984	8536	57	Oceania	Australia	QLD						2017-02-28	2017	2
SS17M1935	19	9	35	45	3539	74	7081	8548.1	9023.1	1	2	42	50	50	6993	8481	9046	9046	9012	8940	57	Oceania	Australia	QLD						2017-02-20	2017	2
SS18M1916	19	9	35	45	76	5579	7098	8573	9054.1	1	2	42	50	50	7007	8503	9071	9071	9033	8956	57	Oceania	Australia	QLD						2017-02-26	2017	2
SS17M1331	19	9	35	45	3323	5242	6701.3	8059.1	8493.1	1	2	42	3303	5231	6690	8044	8561	8561	8558	8537	8533	Oceania	Australia	QLD						2017-02-02	2017	2
SS17M1258	19	9	35	45	3323	5242	6701.1	8055.1	8488.1	1	2	42	3303	5231	6690	8044	8561	8561	8558	8537	8533	Oceania	Australia	QLD						2017-01-31	2017	1
SS17M1052	19	9	35	45	3323	5244	6701	8521.1	8992.1	1	2	42	3303	50	6690	8044	9021	9021	8558	8537	8533	Oceania	Australia	QLD						2017-01-27	2017	1
SS17M1320	19	9	35	45	3323.1	5244	6701.2	8057.1	8490.1	1	2	42	3303	50	6690	8044	8563	8563	8560	8537	8533	Oceania	Australia	QLD						2017-02-01	2017	2
SS17M1349	19	9	35	2249.1	3323	5554.1	6701.4	8527.1	8999.1	1	2	42	3303	50	6690	8461	9027	9027	8995	8537	8533	Oceania	Australia	QLD						2017-02-02	2017	2
SS17M1271	19	9	35	45	50.1	5243.1	6702.1	8056.1	8489.1	1	2	42	50	5232	6691	8045	8562	8562	8559	8538	8534	Oceania	Australia	QLD						2017-01-31	2017	1
SS17M1327	19	9.1	35	45	110	5245	6703.1	8058.1	8492.1	1	2	42	50	5233	6692	8046	8564	8564	8561	8539	8535	Oceania	Australia	QLD						2017-02-03	2017	2
SS17M1338	34	2	1166	2124	3324	5246.1	6704.1	8060.1	8494.1	1	1159	21	20	21	6693	8047	8565	8565	8562	8540	8536	Oceania	Australia	QLD						2017-01-31	2017	1
SS17M1341	19	9	35	65	72	74	6705.1	8061.1	8495.1	1	2	42	50	50	6694	8048	8566	8566	8563	8541	57	Oceania	Australia	QLD						2017-02-02	2017	2
SS17M1353	19	9	35	65	72	5247	110	8062.1	8496.1	1	2	42	50	50	82	8049	8567	8567	8564	8541	57	Oceania	Australia	QLD						2017-01-31	2017	1
SS17M1370	19	9	36	565	3325	5248.1	6685.1	8063.1	8497.1	1	2	42	46	5234	6680	8050	8568	8568	8565	8542	8538	Oceania	Australia	QLD						2017-01-30	2017	1
SS17M1371	19	2	433	186	3326	5249.1	6706.1	8064.1	8498.1	1	1	95	18	696	6695	8051	8569	8569	8566	8543	8539	Oceania	Australia	QLD						2017-01-31	2017	1
SS17M1417	19	2	43	2126.1	3327.1	5250.1	6708.1	8066.1	8500.1	1	2	2114	3304	5236	6697	8053	8571	8571	8568	8545	8540	Oceania	Australia	QLD						2017-02-06	2017	2
SS17M1419	19	2	1167	2127	3328	5251	6709	8067.1	8501.1	1	1	2115	18	5237	6698	8054	8572	8572	8569	8546	8541	Oceania	Australia	QLD						2017-02-06	2017	2
SS17M1429	19	9	42	2128.1	3329.1	5252.1	6710.1	8068.1	8502.1	1	32	62	85	5238	104	8055	8573	8573	8570	8547	8542	Oceania	Australia	QLD						2017-02-06	2017	2
SS17M1578	213	259	1168	2129	3330	5254.1	6711.1	8071.1	8506.1	256	1160	2116	3306	5239	6700	8057	8576	8576	8572	8549	8543	Oceania	Australia	QLD						2017-02-10	2017	2
SS17M1594	213	259	1168	2129.1	3330	5254	7064.1	8529.1	9002.1	256	1160	2116	3306	5239	6700	8463	9030	9030	8997	8549	8543	Oceania	Australia	QLD						2017-02-10	2017	2
SS17M1592	19	9.1	47	56	66	544	6712.1	8072.1	8507.1	1	2	42	60	125	149	8058	8577	8577	8573	8550	8544	Oceania	Australia	QLD						2017-02-10	2017	2
SS17M0623	19	9	47	56	66	544	6712.2	8514.1	8982.1	1	2	42	60	125	149	8452	9015	9015	8985	8550	8544	Oceania	Australia	QLD						2017-01-14	2017	1
SS17M1642	19	9	1169	2130	3331	5255	6713	8073.1	8508.1	1	2	42	46	5240	6701	8059	8578	8578	8574	8551	8545	Oceania	Australia	QLD						2017-02-13	2017	2
SS17M1709	19	9	35	45	50	74	6715	8074.1	8509.1	1	2	42	50	50	6702	8060	8579	8579	8575	8552	8546	Oceania	Australia	QLD						2017-02-14	2017	2
SS17M1712	19	2	49	2014	104	5256	6716	8075	8510.1	1	17	73	104	5241	6703	8061	8580	8580	8576	8553	8547	Oceania	Australia	QLD						2017-02-14	2017	2
SS17M1900	19	2	49	2014	104	5563	7077	8544.1	9018.1	1	17	73	104	5241	6703	8477	9042	9042	9008	8553	8547	Oceania	Australia	QLD						2017-02-15	2017	2
SS17M1718	19	9	36	45	76	5257	6717	8076.1	8511.1	1	2	42	50	5242	6704	8062	8581	8581	8577	8554	8548	Oceania	Australia	QLD						2017-02-13	2017	2
SS17M1775	36	11	29	58	2075	5259	6719	8079.1	8514.1	11	29	38	2075	5243	6705	8064	8583	8583	8579	8556	8549	Oceania	Australia	QLD						2017-02-15	2017	2
SS17M1799	36	11	29	58	2075	5259	6719	8079.2	8515.1	11	29	38	2075	5243	6705	8064	8583	8583	8579	8556	8549	Oceania	Australia	QLD						2017-02-16	2017	2
SS17M0605	34	2	1184	46	3307.2	5328.1	6796.1	8167.1	8607.1	1	1	21	20	5293	6769	8149	8670	8670	8663	8635	8621	Oceania	Australia	QLD						2017-01-16	2017	1
SS17M0227	19	9	32	42	3384	5329	6797.1	8168.1	8608.1	1	2	42	46	5294	6770	8150	8671	8671	8664	8636	8622	Oceania	Australia	QLD						2017-01-05	2017	1
SS17M0494	19	9	39	60	83	83	105	8339.1	8791.1	1	2	42	46	83	105	8304	8844	8844	8827	8778	8728	Oceania	Australia	QLD						2017-01-11	2017	1
SS17M0356	19	9	39	60	3456	5447	105	8344.1	8796.1	1	2	42	46	5373	105	8307	8849	8849	8831	8782	8728	Oceania	Australia	QLD						2017-01-04	2017	1
SS17M1921	19	9	39	2252	83	5565	7079	8546.1	9021.1	1	2	42	46	83	105	8479	9044	9044	9010	8938	8728	Oceania	Australia	QLD						2017-02-20	2017	2
SS17M0435	19	9	39	60	83.1	5565	19298	25783.1	28017.1	1	2	42	46	83	105	22665	25935	25935	24385	21161	8728	Oceania	Australia	QLD								
SS17M0518	19	9	36	42	3455	5445	6930.1	8341.1	8793.1	1	2	42	46	122	6877	8305	8846	8846	8828	8779	8729	Oceania	Australia	QLD						2017-01-13	2017	1
SS17M0699	19	9	36	42	3455	5445	6930.2	8520.1	8991.1	1	2	42	46	122	6877	8305	9020	9020	8990	8779	8729	Oceania	Australia	QLD						2017-01-18	2017	1
SS17M1330	19	9	36	42	3455	5445	6930.3	8341.2	8998.1	1	2	42	46	122	6877	8305	9026	9026	8994	8779	8729	Oceania	Australia	QLD						2017-02-01	2017	2
SS17M0352	19	2	43	2204	89	5446	6932	8343.1	8795.1	1	2	63	86	5372	6878	8306	8848	8848	8830	8781	8730	Oceania	Australia	QLD						2017-01-09	2017	1
SS17M1486	19	14	36	56	68.1	5495.1	6998.1	8429.1	8887.1	1	2	42	60	5412	6926	8382	8933	8933	8910	8852	8783	Oceania	Australia	QLD						2017-02-04	2017	2
SS17M1523	19	14	36	56	68	93	108	8528.1	9001.1	1	2	42	60	70	74	8462	9029	9029	8996	8926	8783	Oceania	Australia	QLD						2017-02-08	2017	2
SS17M1532	19	2	15	50.2	62	5542	7050	8504.1	8971.1	1	15	18	62	5449	6973	8445	9006	9006	8977	8912	8828	Oceania	Australia	QLD						2017-02-08	2017	2
SS17M2055	19	2	15	50.2	62.8	5542	7085.1	8555.1	9033.1	1	15	18	62	5449	6996	8487	9052	9052	9017	8912	8828	Oceania	Australia	QLD						2017-02-24	2017	2
SS17M0634	19	9.1	36	47	66	5548.1	7058.1	8515.1	8983.1	1	2	42	60	5454	6979	8453	9016	9016	8986	8919	8522	Oceania	Australia	QLD						2017-01-17	2017	1
SS17M0314	19	2	15	61	82	5550	96.1	8518.1	8988.1	1	15	18	62	63	96	8456	9018	9018	8988	8921	121	Oceania	Australia	QLD						2017-01-05	2017	1
SS17M1178	19	2	1225	186	3326.1	5551.1	7061.1	8522.1	8993.1	1	1	95	18	696	6981	8458	9022	9022	8991	8923	8836	Oceania	Australia	QLD						2017-01-30	2017	1
SS17M1186	19	2	43	66	3532.1	5552	7062.1	8523.1	8994.1	1	2	63	86	5455	6982	8459	9023	9023	8992	8924	8837	Oceania	Australia	QLD						2017-01-30	2017	1
SS17M1617	34	2	26	2250	3533.1	21	7065.1	8530.1	9003.1	1	1	2181	20	21	6983	8464	9031	9031	8998	8927	8838	Oceania	Australia	QLD						2017-02-13	2017	2
SS17M1733	19	9	35	45	3534	5555	53	8532.1	9005.1	1	2	42	3403	5456	53	8466	9032	9032	8999	8928	8839	Oceania	Australia	QLD						2017-02-13	2017	2
SS17M1828	19	9	36	42	3308	5556	7068	8534.1	9007.1	1	2	42	46	5457	6984	8467	9033	9033	9000	8929	8840	Oceania	Australia	QLD						2017-02-17	2017	2
SS17M1830	36	249	1226	2049	3535	5557	7069	8535.1	9008.1	11	1184	786	3404	5458	6985	8468	9034	9034	9001	8930	8841	Oceania	Australia	QLD						2017-02-16	2017	2
SS17M1850	19	9	1227	42	3536	5558	7072	8538	9011.1	1	1185	42	46	5459	6987	8471	9036	9036	9003	8932	8842	Oceania	Australia	QLD						2017-02-17	2017	2
SS17M2032	19	9	1227	42	3536	5558	7072.1	8538.1	9031.1	1	1185	42	46	5459	6987	8471	9036	9036	9003	8932	8842	Oceania	Australia	QLD						2017-02-19	2017	2
SS17M1862	19	9	36	45	76	5559	7073.1	8539.1	9012.1	1	2	42	50	5460	6988	8472	9037	9037	9004	8933	8843	Oceania	Australia	QLD						2017-02-19	2017	2
SS17M1887	19	2	15	848	62	5560	7074	8540.1	9014.1	1	15	18	62	1996	6989	8473	9038	9038	9005	8934	8844	Oceania	Australia	QLD						2017-02-20	2017	2
SS17M2085	19	1	1	2251	3537	5561	7075.4	53510.2	9015.2	1	1	1	3302	5461	6990	8474	9039	9039	9006	8935	8845	Oceania	Australia	QLD						2017-02-21	2017	2
SS17M2324	19	1	1	2251	3537	5561	7075	53944.1	9015.3	1	1	1	3302	5461	6990	8474	9039	9039	9006	8935	8845	Oceania	Australia	QLD						2017-02-28	2017	2
SS17M1969	19	1	1	2251	3537.1	5561	7075.1	8541.2	9029.1	1	1	1	3302	5461	6990	8474	9039	9039	9006	8935	8845	Oceania	Australia	QLD						2017-02-21	2017	2
SS17M1967	19	1	1	2251	3537	5567	7075	8552.1	9027.1	1	1	1	3302	5461	6990	8474	9039	9039	9006	8935	8845	Oceania	Australia	QLD						2017-02-21	2017	2
SS17M1890	19	1	1	2251	3537	5561	7075	8541.1	9015.1	1	1	1	3302	5461	6990	8474	9039	9039	9006	8935	8845	Oceania	Australia	QLD						2017-02-20	2017	2
SS17M1994	19	1	1	2251	3537	5561	7075	8554.1	9030.1	1	1	1	3302	5461	6990	8474	9039	9039	9006	8935	8845	Oceania	Australia	QLD						2017-02-22	2017	2
SS17M2148	19	1	1	2251	3537	5561	7075	53510.1	58628.1	1	1	1	3302	5461	6990	8474	56532	56532	9006	8935	8845	Oceania	Australia	QLD						2017-02-28	2017	2
